	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
900	1,0676383609387E+018	@SassyKadiK Too funny...couldnt stop laughing. Every so often, we have to pause for a good laugh🤣 Thanks	0	0.0	0.0	0.0
901	1,0711385142706E+018	Yo @dog_rates you made the coyote proof dog (and yourself) famous in the news: https://t.co/0jLkMsEyhP Great job 👍	0	0.0	0.0	0.0
902	1,07166446074443E+018	@BarishChamCham @ramakirao Don't know dog meat or something else to support #SwatchhBharat	0	0.0	0.0	0.0
903	1,07402023129346E+018	Nobody wants you till they think you’re in a relationship. Ain’t that some reverse psychology shit for you 😂	1	1.0	0.0	0.0
904	1,0754239077154E+018	Intermodal volume sees annual gains in November, reports IANA | Logistics Management https://t.co/onxa4XBQYM	0	0.0	0.0	0.0
905	1,07863012596344E+018	Worth noting that none of this is down to alliance managers. Jim Carouso is great, everyone likes Randy Schriver. This is about Trump, the Syria withdrawal, and the dismissal of Mattis. (The remaining principals don’t promote confidence, either).	0	0.0	0.0	0.0
906	1,07874432411905E+018	"In early August 2016, an envelope containing ""eyes only"" information was sent by courier from the Central Intelligence Agency to the White House, where the contents were shown to four people: President Obama, Denis McDonough, Susan Rice and Avril Haines. https://t.co/a8McN66C52 https://t.co/ZTZHQp6Mcz"	0	0.0	0.0	0.0
907	1,07877487138618E+018	#OVER #HORIZON #RADAR could help to produce fast growing #contaminated and #mutated #FOOD and get rid of drinking #WATER https://t.co/ihhYTsKcVA USAID AGRO HORIZON PROJECT, f.e. or some experiments of NASA https://t.co/ztgZwQ0wBD	1	1.0	1.0	1.0
909	1,08090487734829E+018	@GrittySZN @sawsinn @AcunaBombs @TheProcess10 Machado is a Yankee. Harper would rather go elsewhere. Phillies are a 4th place team. That’s what I think.	0	0.0	0.0	0.0
910	1,08302910505293E+018	"Trump demands that reports on waste and fraud in Afghanistan should be ""locked up"" https://t.co/2DJSGpQB5E via @MotherJones"	0	0.0	0.0	0.0
911	1,08409826226762E+018	Evolution doesn't apply to individuals, but to species. There's a benefit to having a certain percentage of the population remain outside of the breeding pool to devote their energies to supporting the clan by other means, such as myself, a well-to-do but dotty aunt. #atheism https://t.co/gxI0VYB5s9	1	1.0	0.0	0.0
913	1,08499361491523E+018	@realDonaldTrump But no travel ban for Saudi Arabia! They committed 9/11 and killed the journalist. Trump support terrorists! https://t.co/qxktkje0EJ	0	0.0	0.0	0.0
914	1,08573808113365E+018	Peter: ᴼᴼᴴ ᴵ ᴸᴼᵛᴱ ᵀᴴᴵˢ ᶜᴴᴬᴿᴬᶜᵀᴱᴿ Show: *kills character* Peter: ᴶᴼᴷᴱˢ ᴼᴺ ᵞᴼᵁ ᴵ ᴸᴵᴱᴰ Show: *resurrects character* Peter: ᴵ ᴸᴵᴱᴰ ᴬᴳᴬᴵᴺ? Show: *kills character again* Peter: STOP DOING THE OPPOSITE OF WHAT THE VIEWERS WANT	0	0.0	0.0	0.0
915	1,08643257997949E+018	TSA will not go on strike, because that would be pointless. You don't need to organize a work stoppage that will happen organically anyway. Jobs entail pay, and invariably people will stop showing up to jobs that don't exist.	0	0.0	0.0	0.0
916	1,0868226963719E+018	Kids wear sunglasses to support classmate battling eye cancer https://t.co/Mtposh0IaB	0	0.0	0.0	0.0
917	1,08741032009471E+018	imagine being black n publicly announcing u love n support jeffrat stone https://t.co/I0Ev1Iowip	0	0.0	0.0	0.0
918	1,09040547093694E+018	This is a GREAT article about the process of archival research https://t.co/EFNiq32uEN	1	0.0	1.0	1.0
919	1,09067542462604E+018	@DrPeterNieman Have you read about the cardiac MRI studies on marathon runners? Any concerns? I am thinking possible thinner bones better than progressive myocardial scar tissue deposits. Both concerns support the case for varied exercise and cross training?	1	1.0	0.0	1.0
920	1,09114123563971E+018	A difficult path does not stop a properly bestowed blessing.	0	0.0	0.0	0.0
921	1,09182000558968E+018	Study: Deactivating your Facebook account is good for your mental health https://t.co/RFFThtbaju	1	1.0	1.0	1.0
923	1,09280644566871E+018	Houston fans really mad cause Kobe telling the truth	0	0.0	0.0	0.0
924	1,09349531670221E+018	A computer inside your contact lens allows you to record videos, surf the web, facial and object recognition, and take photos https://t.co/dkAW8vzHDJ via @ValaAfshar	0	0.0	0.0	0.0
925	1,09574183413819E+018	Place stigma is a really important determinant and sustainer of health and wellbeing inequalities. I emphasised this recently in evidence to House of a Lords select committee on regenerating seaside towns @PlaceWellbeing @prosocialplace https://t.co/u8g90FIfDd via @ConversationUK	1	1.0	1.0	1.0
926	1,09575053246618E+018	@Whygena_Draws Either cause u were secretly hoping to draw someone other then reggie or u just wants to see how many ppl wanted u for Valentine's day	0	0.0	0.0	0.0
927	1,09655454700535E+018	@NewberrySports NC played hard and hung tough in the 1st half. Queens is a great talented team and pulled away in the 2nd Half. Our guys kept playing hard. This team is in the PROCESS of Building to be Champions.	0	0.0	0.0	0.0
928	1,09682150185937E+018	gonna go live and chill with some marbles on stream in 15, make sure to stop by and watch ur marble winnnn	0	0.0	0.0	0.0
929	1,09825535985928E+018	Trump's loyalty obsession could lead to obstruction case https://t.co/ug5T6sWTNc	0	0.0	0.0	0.0
930	1,09904245348577E+018	NEW: Senior US Justice Dept. official: Reports that the US attorney general will receive the report from Special Counsel Mueller by the end of next week are incorrect.	0	0.0	0.0	0.0
931	1,09936055936595E+018	I would have applauded U if U would have gone to #NIT Srinagar where Hindu students from all over d country wr beaten because they unfurled the #Nationalflag. Ur priority was to go to JNU and support those who wanted to break India. @narendramodi doesn’t need your applauds. https://t.co/jcRlnaXzis	0	0.0	0.0	0.0
932	1,09968844981949E+018	Excellent point @FredDoucetteNH , the hypocrisy is astounding. Yet there are people in this country that still support this thinking. 🙄🙄 https://t.co/0IwaxGDpww	0	0.0	0.0	0.0
933	1,10069377562027E+018	Please send caffeine, because I’m off to London Town today! Double show day and lots of foodie treats and catch ups on the cards... https://t.co/MY0stVCRYP https://t.co/D44rLxh3xc	0	0.0	0.0	0.0
934	1,10072683089669E+018	Modelling Demand-side Energy Policies for Climate Change Mitigation in the UK https://t.co/kobGrDvxeH	1	0.0	1.0	1.0
935	1,10087140436545E+018	Ive done 2 cover ups of ex boyfriends names today. People need to smarten the fuck up and stop getting boyfriend and girlfriends names.	0	0.0	0.0	0.0
936	1,10090818528678E+018	Network Support Technical Operations Centre Engineer, Reading, £25k - 38k/year + basic + shift allowance 20% + benefits #job #jobs #hiring #RailJobs https://t.co/actXUIoiHq	0	0.0	0.0	0.0
937	1,10267446437705E+018	⛟ #NowHiring: #Shuttle Driver, need more income? Deliver with Uber Eats Uber #Lyft #Postmates #SouthDartmouth #Uber #trucker ☑ Apply Now ☞ https://t.co/aixbxWVCUR https://t.co/MeIRdrM8SL	0	0.0	0.0	0.0
938	1,10271665004501E+018	Direct to consumer #wine sales increased by 9% to 6.3 million cases in 2018. One of the biggest growers (12.2%) was Sangiovese. Why not send a bottle to your friends, or order for yourself from Wedding Oak Winery. Shop their online store: https://t.co/tKOe1FXJvh https://t.co/VLBUkGsDxn	0	0.0	0.0	0.0
939	1,10289966914597E+018	Today you may be tested. Take a moment, think about potential outcomes before responding then use process of elimination & make a selection. You got this! #SheSPEAKS	0	0.0	0.0	0.0
940	1,1034399290304E+018	Please Watch & share this powerful TEDx talk by Apollo Sevant that talks about how social & emotional learning & anti bullying workshops can lead to a reduction in school bullying & violence Video Here: https://t.co/6ckcpJGaUM	1	1.0	0.0	0.0
941	1,10513690248159E+018	RTs are a helluva drug	1	1.0	0.0	0.0
942	1,10685848393511E+018	Currently in Queensland and there seems to be a fair bit of support for the terrorist and Anning. One bloke said there should be more of it. What the fuck is wrong with this place?	0	0.0	0.0	0.0
943	1,10815325818973E+018	@thebaqo @chiblkmn1 @shart_objects Facts! and with his scientist sister ooh. and the superpowers... idk man tho. Batman is a better strategist and fighter technique-wise. it's tough.	0	0.0	0.0	0.0
944	1,1090122399509E+018	❌This account won’t stop so please REPORT, suspend, block . RT and ask all ARMYs https://t.co/MYeRWeLYTv	0	0.0	0.0	0.0
945	1,10916409806597E+018	How the CAQ anti-hijab bill would affect all Quebecers. My weekend column for @mtlgazette. https://t.co/Oqlkm26Eu6 #qcpoli #polqc #assnat	0	0.0	0.0	0.0
946	1,10918344315239E+018	Epic branded content efforts to promote @TheGAcademy from @wetheunicorns @global @BenedictTown https://t.co/VuJa1Oa0x2 #ad 🎥 📲 👏 👀	0	0.0	0.0	0.0
947	1,10958359529387E+018	#Colombia’s poorer, grid-isolated communities will receive support for the roll-out of domestic #solarPV under new rules unveiled by the Energy ministry. 🇨🇴🌞🇨🇴🌞 #SolarIsNow #GlobalDev #ColombiaHumana https://t.co/5Aysidw5ul	0	0.0	0.0	0.0
948	1,11078165388909E+018	Tourists watch as 18 green turtles are released into the wild on Indonesia's Bali island. The turtles - listed as endangered - were rescued from wildlife smugglers. An estimated 50,000 turtles are killed in Southeast Asia (particularly in Bali) a year, WWF reports https://t.co/RuEdd6CDb4	1	1.0	1.0	1.0
949	1,11109629443552E+018	Corruption of Science Contributes to Collapse of Modern Civilization - Publication Prejudice, Fraud, Deceptive Favoritism. Decade + Scientific prejudice, bias, outright deceit endemic to peer-reviewed scientific literature, especially medical, psychiatry https://t.co/QOQZjgmgVt	1	1.0	1.0	1.0
951	1,11219669205132E+018	RT @thakurfdn: @thakurfdn announces investigative grants for reporting in #publichealth INR 500,000 for six month reporting assignment; freedom to publish in media-house of your choice. Apply on-line starting April 20, 2019 at https://t.co/4ZBUnqrtaJ https://t.co/8ZLlaqJhM6	1	0.0	0.0	1.0
952	1,1127861982952E+018	Aww, two moons also went to support Jongdae, that's cute ❤️ https://t.co/Hkf0ADtruo	0	0.0	0.0	0.0
953	1,11338450261578E+018	Join us this summer for the Digital Classicist London seminar series: https://t.co/1EznCegdYS. If you can’t attend in person, check out our Youtube Channel: https://t.co/MwhEMMznpC. #DigiClass #digitalhumanities	0	0.0	0.0	0.0
954	1,11348152900561E+018	@DrOlufunmilayo Smoking cannabis helps with controlling the nausea that comes with chemotherapy drugs.	1	1.0	0.0	0.0
955	1,11381978704875E+018	@du_soleilx Lol nuh bus stop that mean	0	0.0	0.0	0.0
956	1,11556496565257E+018	BioTechnology – Efficient Stem Cells Can Grow in Animals https://t.co/W5yE3owX8R https://t.co/K24KwiCfXF	1	1.0	0.0	1.0
957	1,11795360117389E+018	https://t.co/Slo87kWk9Z People who use marijuana need more anesthesia during medical procedures like endoscopies or colonoscopies. A new study found that they needed 14 percent more fentanyl, 19.6 percent more midazolam, and 220.5 percent more propofol. #sciencenews https://t.co/cKZUq4glyq	1	1.0	1.0	1.0
958	1,11896821551273E+018	.@biorxivpreprint : Primary infection with dengue or #Zika virus does not affect the severity of heterologous secondary infection in macaques. https://t.co/XxWOinyCSd https://t.co/s41FqyHpNp	1	1.0	1.0	1.0
959	1,11950392878834E+018	baby boy ur literally 18 stop doing these concepts	0	0.0	0.0	0.0
960	1,11961679886384E+018	A very warm #welcome to all players, family, friends, fans, @HockeyCanada & support staff arriving in @GreaterSudbury for the #ESSOCup #National Female Midget #Hockey #Championship running April 21-27 >>> https://t.co/QFBlyOlq0g #DiscoverSudbury #ThingstoDoinSudbury https://t.co/mwSfX8grYd	0	0.0	0.0	0.0
961	1,11967748372331E+018	"a fan asked jinsung how kim bin really is behind the camera and jinsung replied ""he sings well, studies hard and is handsome"" and bin replied on his story with ""jung jinsung... thats somewhat pretentious"" https://t.co/TyZt35KcgX"	0	0.0	0.0	0.0
962	1,11986850642873E+018	Gotta turn the porn off if the guy busts from head cause that shits a lie	0	0.0	0.0	0.0
963	1,12102217342074E+018	Facebook and Twitter suspend the accounts of the dissident Irish republican party Saoradh – which has the support of the paramilitary New IRA. https://t.co/TiW2l9UIn5	0	0.0	0.0	0.0
965	1,12201229456373E+018	@shiner_sam It's terrible here in liverpool, theres reports that a plant pot has fell over in west derby.	0	0.0	0.0	0.0
967	1,12362396846286E+018	@katythakkar1 @NeilWoodward20 PALM by @AndersonWinkler —> https://t.co/fSN9cntWvB. We used it successfully for this purpose via non-parametric route. Highly recommended piece of remarkably powerful statistical inference software.	1	0.0	0.0	1.0
968	1,12512279369846E+018	@RepAdamSchiff The Dems need to get tough and fight dirty, just like the Republicans have always done!! We are in CRISIS MODE. Drop the gloves and stop being so polite!!!	0	0.0	0.0	0.0
969	1,1264952971719E+018	UnitedHealthcare Helps Support Moms' and Babies' Health Before and After Delivery with New Bundled Payment Program for Maternity Care: Bundled payment program has launched with care providers in New Jersey and Texas with plans to expand to as many as 20… https://t.co/3qdKwECZRW	0	0.0	0.0	0.0
970	1,12684381399617E+018	@eternaIoath Stop listening to sad shit	0	0.0	0.0	0.0
971	1,12771013912395E+018	"Join us for the Franklin First UMC BioBlitz on Saturday, May 18 at the Franklin First UMC Main Campus. Here scientists, families, students, teachers, and the community work together to get a snapshot of the ""wild"" spaces of our 107-acre campus. Register: https://t.co/wM5M139iqG https://t.co/1A3Eh6gVHO"	1	0.0	0.0	1.0
972	1,12847736245733E+018	A newly discovered species of scansoriopterygid dinosaur with bat-like wings is described in Nature. This specimen provides further evidence that dinosaurs closely related to birds experimented with different wing structures near the origins of flight. https://t.co/hQTV6amDuF https://t.co/MtWeqofNEb	1	1.0	1.0	1.0
973	1,13119818104641E+018	@carissa_messina @itsNICKSNIDER That’s sad and all but there was no reason to share this stop looking for brownie points.	0	0.0	0.0	0.0
975	1,13287391874068E+018	@TimesNow @narendramodi @myogiadityanath @AditiAnarayanan Truth @BankofAmerica @BofAML #ScheduledCaste atrocity.Conspiracy partner @BofAPrivateBank @HDFC_Bank @AxisBank fraud 2.95Lakh Rs @BJP4India support for no F.I.R. https://t.co/cwPrsDh4JC @sheribronstein @AnneFinucane @CathyBessant @KatyAKnox @Indians #WorstPlaceToWork #SCSTAct	0	0.0	0.0	0.0
977	1,13636202865699E+018	Only a Tory Government could cut 21,000 Police Officers, sit back & watch crime soar & then proudly announce the recruitment of 1,200 Police Officers as the “biggest increase in Police officer numbers in 10 years!” https://t.co/65Co2sa3VW	0	0.0	0.0	0.0
978	1,13637895654491E+018	#nltraffic #ducks Encountered this brief traffic stop on the CBS bypass road this evening! Big shout out to the wonderful police officer! 😃❤️👍 https://t.co/WKVrCf1PkU	0	0.0	0.0	0.0
979	1,13678358611851E+018	"New ""Call Of Duty"" Video Game Encourages Support For The White Helmets https://t.co/X6cKTAKHd2"	0	0.0	0.0	0.0
980	1,13886097771638E+018	A total of $1754 was raised by the #AOCC2019 assembly to support Pikangikum. Miigwech for your support! @ChiefsofOntario @ORCRoseAnne @ECAlertezON55 https://t.co/O4WsRFxduA	0	0.0	0.0	0.0
981	1,13916311177523E+018	“Stronger relationships lead to stronger communities. Stronger communities are what makes America, America.” Read the full story SuccessBeyond the Front Lines from @southmagazine: https://t.co/wZvIVZzyTg | #GORUCK https://t.co/1ZZHIXCeU4	1	1.0	0.0	0.0
